VehicleID,DriverName,Age,Gender,Speed,TravelDistance,TravelTime,TrafficEvent
138,Driver_138,36,Male,193,176,54.71502591,Traffic Jam
139,Driver_139,64,Female,121,173,85.78512397,Accident
140,Driver_140,53,Male,117,778,398.974359,Breakdown
141,Driver_141,38,Female,65,516,476.3076923,Traffic Jam
142,Driver_142,35,Male,36,394,656.6666667,Traffic Jam
143,Driver_143,68,Female,25,124,297.6,Breakdown
144,Driver_144,45,Female,72,757,630.8333333,Normal
145,Driver_145,32,Female,50,508,609.6,Traffic Jam
146,Driver_146,59,Female,12,35,175,Traffic Jam
147,Driver_147,19,Female,152,479,189.0789474,Normal
148,Driver_148,54,Female,147,514,209.7959184,Traffic Jam
149,Driver_149,28,Male,195,295,90.76923077,Normal
150,Driver_150,40,Female,138,207,90,Breakdown
151,Driver_151,61,Male,7,977,8374.285714,Breakdown
152,Driver_152,58,Female,180,863,287.6666667,Normal
153,Driver_153,29,Male,92,435,283.6956522,Traffic Jam
154,Driver_154,20,Female,14,142,608.5714286,Accident
155,Driver_155,69,Male,46,855,1115.217391,Traffic Jam
156,Driver_156,34,Female,35,47,80.57142857,Accident
157,Driver_157,50,Male,151,996,395.7615894,Traffic Jam
158,Driver_158,18,Female,61,856,841.9672131,Breakdown
159,Driver_159,56,Male,117,806,413.3333333,Normal
160,Driver_160,37,Male,181,862,285.7458564,Traffic Jam
161,Driver_161,64,Male,12,750,3750,Normal
162,Driver_162,60,Female,173,747,259.0751445,Accident
163,Driver_163,69,Male,7,347,2974.285714,Traffic Jam
164,Driver_164,58,Female,175,83,28.45714286,Accident
165,Driver_165,31,Female,110,983,536.1818182,Traffic Jam
166,Driver_166,48,Female,167,519,186.4670659,Normal
167,Driver_167,42,Female,94,587,374.6808511,Normal
168,Driver_168,20,Male,147,428,174.6938776,Traffic Jam
169,Driver_169,21,Female,109,514,282.9357798,Accident
170,Driver_170,48,Male,178,458,154.3820225,Traffic Jam
171,Driver_171,52,Female,65,475,438.4615385,Traffic Jam
172,Driver_172,61,Male,171,177,62.10526316,Traffic Jam
173,Driver_173,31,Female,82,848,620.4878049,Accident
174,Driver_174,66,Female,89,402,271.011236,Breakdown
175,Driver_175,58,Male,101,276,163.960396,Traffic Jam
176,Driver_176,26,Female,120,255,127.5,Breakdown
177,Driver_177,37,Female,184,148,48.26086957,Normal
178,Driver_178,49,Female,72,834,695,Traffic Jam
179,Driver_179,26,Female,178,412,138.8764045,Traffic Jam
180,Driver_180,44,Female,34,741,1307.647059,Normal
181,Driver_181,20,Female,11,932,5083.636364,Breakdown
182,Driver_182,21,Female,108,266,147.7777778,Traffic Jam
183,Driver_183,62,Female,139,746,322.0143885,Accident
184,Driver_184,32,Male,104,14,8.076923077,Breakdown
185,Driver_185,50,Female,164,438,160.2439024,Breakdown
186,Driver_186,22,Male,126,327,155.7142857,Traffic Jam
187,Driver_187,21,Female,177,985,333.8983051,Accident
188,Driver_188,63,Male,48,779,973.75,Breakdown
189,Driver_189,29,Male,74,122,98.91891892,Traffic Jam
190,Driver_190,40,Male,139,300,129.4964029,Breakdown
191,Driver_191,31,Female,93,614,396.1290323,Traffic Jam
192,Driver_192,63,Female,34,390,688.2352941,Traffic Jam
193,Driver_193,29,Male,39,169,260,Accident
194,Driver_194,34,Female,112,245,131.25,Normal
195,Driver_195,42,Female,10,784,4704,Breakdown
196,Driver_196,47,Male,2,15,450,Breakdown
197,Driver_197,39,Female,121,470,233.0578512,Breakdown
198,Driver_198,64,Male,75,1,0.8,Breakdown
199,Driver_199,43,Male,174,292,100.6896552,Breakdown
200,Driver_200,34,Female,51,610,717.6470588,Breakdown
201,Driver_201,37,Male,169,399,141.6568047,Traffic Jam
202,Driver_202,51,Female,91,775,510.989011,Traffic Jam
203,Driver_203,58,Female,131,601,275.2671756,Traffic Jam
204,Driver_204,50,Female,16,503,1886.25,Normal
205,Driver_205,54,Female,63,4,3.80952381,Breakdown
206,Driver_206,24,Male,64,325,304.6875,Traffic Jam
207,Driver_207,39,Female,13,102,470.7692308,Accident
208,Driver_208,49,Female,38,489,772.1052632,Breakdown
209,Driver_209,31,Female,4,864,12960,Breakdown
210,Driver_210,25,Male,3,924,18480,Normal
211,Driver_211,42,Male,147,627,255.9183673,Accident
212,Driver_212,33,Female,81,580,429.6296296,Accident
213,Driver_213,59,Female,144,803,334.5833333,Normal
214,Driver_214,36,Female,126,426,202.8571429,Normal
215,Driver_215,58,Female,71,782,660.8450704,Traffic Jam
216,Driver_216,33,Female,152,896,353.6842105,Normal
217,Driver_217,29,Male,11,114,621.8181818,Breakdown
218,Driver_218,56,Female,150,402,160.8,Accident
219,Driver_219,65,Male,60,363,363,Traffic Jam
220,Driver_220,47,Male,130,681,314.3076923,Normal
221,Driver_221,19,Female,136,494,217.9411765,Accident
222,Driver_222,49,Male,72,971,809.1666667,Normal
223,Driver_223,62,Female,38,807,1274.210526,Traffic Jam
224,Driver_224,42,Male,52,555,640.3846154,Breakdown
225,Driver_225,42,Male,88,324,220.9090909,Accident
226,Driver_226,21,Female,63,284,270.4761905,Normal
227,Driver_227,36,Male,149,957,385.3691275,Traffic Jam
228,Driver_228,65,Female,4,656,9840,Breakdown
229,Driver_229,21,Female,159,755,284.9056604,Normal
230,Driver_230,60,Female,165,931,338.5454545,Breakdown
231,Driver_231,30,Female,7,485,4157.142857,Breakdown
232,Driver_232,56,Female,150,747,298.8,Traffic Jam
233,Driver_233,53,Female,124,616,298.0645161,Accident
234,Driver_234,40,Male,42,691,987.1428571,Accident
235,Driver_235,23,Male,187,45,14.43850267,Normal
236,Driver_236,41,Female,54,341,378.8888889,Accident
237,Driver_237,61,Male,115,565,294.7826087,Normal
238,Driver_238,50,Male,179,922,309.0502793,Normal
239,Driver_239,29,Female,82,716,523.902439,Accident
240,Driver_240,58,Male,23,173,451.3043478,Normal
241,Driver_241,38,Female,83,82,59.27710843,Breakdown
242,Driver_242,28,Female,25,646,1550.4,Normal
243,Driver_243,61,Male,57,596,627.3684211,Accident
244,Driver_244,55,Female,197,712,216.8527919,Breakdown
245,Driver_245,46,Female,89,256,172.5842697,Traffic Jam
246,Driver_246,65,Female,45,837,1116,Normal
247,Driver_247,58,Female,111,608,328.6486486,Normal
248,Driver_248,20,Male,88,350,238.6363636,Normal
249,Driver_249,45,Female,179,107,35.86592179,Accident
250,Driver_250,37,Male,59,755,767.7966102,Breakdown
251,Driver_251,43,Female,172,604,210.6976744,Traffic Jam
252,Driver_252,41,Male,154,161,62.72727273,Accident
253,Driver_253,69,Male,120,492,246,Accident
254,Driver_254,64,Female,117,938,481.025641,Accident
255,Driver_255,38,Male,171,211,74.03508772,Traffic Jam
256,Driver_256,47,Female,121,414,205.2892562,Accident
257,Driver_257,21,Female,160,910,341.25,Accident
258,Driver_258,53,Male,30,365,730,Accident
259,Driver_259,57,Male,142,650,274.6478873,Traffic Jam
260,Driver_260,27,Male,71,55,46.47887324,Traffic Jam
261,Driver_261,27,Male,96,905,565.625,Traffic Jam
262,Driver_262,59,Female,189,26,8.253968254,Traffic Jam
263,Driver_263,41,Male,1,162,9720,Accident
264,Driver_264,21,Female,175,530,181.7142857,Traffic Jam
265,Driver_265,64,Male,124,498,240.9677419,Breakdown
266,Driver_266,44,Male,109,432,237.7981651,Breakdown
267,Driver_267,68,Female,118,529,268.9830508,Normal
268,Driver_268,62,Male,171,562,197.1929825,Accident
269,Driver_269,21,Female,15,63,252,Normal
270,Driver_270,49,Male,68,840,741.1764706,Traffic Jam
271,Driver_271,27,Male,85,863,609.1764706,Normal
272,Driver_272,28,Female,167,977,351.0179641,Accident
273,Driver_273,45,Female,106,87,49.24528302,Accident
274,Driver_274,63,Female,94,508,324.2553191,Breakdown
275,Driver_275,25,Female,0,166,,Accident
276,Driver_276,57,Female,81,266,197.037037,Normal
277,Driver_277,39,Female,186,943,304.1935484,Accident
278,Driver_278,51,Female,12,653,3265,Accident
279,Driver_279,62,Male,43,89,124.1860465,Normal
280,Driver_280,52,Female,182,382,125.9340659,Traffic Jam
281,Driver_281,52,Male,125,374,179.52,Accident
282,Driver_282,42,Male,175,407,139.5428571,Traffic Jam
283,Driver_283,51,Female,22,185,504.5454545,Traffic Jam
284,Driver_284,23,Male,31,591,1143.870968,Accident
285,Driver_285,58,Male,116,558,288.6206897,Normal
286,Driver_286,54,Female,34,802,1415.294118,Traffic Jam
287,Driver_287,18,Male,42,703,1004.285714,Breakdown
288,Driver_288,29,Female,68,517,456.1764706,Normal
289,Driver_289,52,Male,122,838,412.1311475,Accident
290,Driver_290,23,Male,62,638,617.4193548,Accident
291,Driver_291,34,Female,36,77,128.3333333,Accident
292,Driver_292,26,Male,83,682,493.0120482,Accident
293,Driver_293,19,Male,172,397,138.4883721,Accident
294,Driver_294,35,Female,111,769,415.6756757,Breakdown
295,Driver_295,66,Female,198,710,215.1515152,Accident
296,Driver_296,53,Male,6,151,1510,Normal
297,Driver_297,45,Male,176,746,254.3181818,Accident
298,Driver_298,58,Female,137,354,155.0364964,Breakdown
299,Driver_299,54,Male,28,690,1478.571429,Traffic Jam
300,Driver_300,66,Female,77,628,489.3506494,Traffic Jam
301,Driver_301,43,Female,184,834,271.9565217,Accident
302,Driver_302,21,Male,137,395,172.9927007,Breakdown
303,Driver_303,57,Female,66,199,180.9090909,Normal
304,Driver_304,53,Female,9,123,820,Accident
305,Driver_305,68,Male,110,17,9.272727273,Accident
306,Driver_306,48,Female,164,712,260.4878049,Accident
307,Driver_307,47,Male,28,412,882.8571429,Accident
308,Driver_308,67,Male,64,295,276.5625,Normal
309,Driver_309,51,Male,124,108,52.25806452,Breakdown
310,Driver_310,36,Female,141,85,36.17021277,Breakdown
311,Driver_311,35,Male,2,426,12780,Traffic Jam
312,Driver_312,47,Male,165,723,262.9090909,Traffic Jam
313,Driver_313,38,Male,199,628,189.3467337,Traffic Jam
314,Driver_314,20,Male,87,455,313.7931034,Traffic Jam
315,Driver_315,23,Female,3,935,18700,Traffic Jam
316,Driver_316,55,Female,111,675,364.8648649,Traffic Jam
317,Driver_317,30,Male,80,114,85.5,Normal
318,Driver_318,62,Female,82,715,523.1707317,Accident
319,Driver_319,20,Female,50,768,921.6,Normal
320,Driver_320,65,Female,189,360,114.2857143,Normal
321,Driver_321,45,Male,28,809,1733.571429,Normal
322,Driver_322,39,Female,35,41,70.28571429,Breakdown
323,Driver_323,57,Female,53,924,1046.037736,Normal
324,Driver_324,57,Female,26,95,219.2307692,Breakdown
325,Driver_325,29,Female,113,165,87.61061947,Normal
326,Driver_326,40,Female,103,99,57.66990291,Normal
327,Driver_327,48,Male,42,572,817.1428571,Breakdown
328,Driver_328,35,Female,46,602,785.2173913,Accident
329,Driver_329,24,Female,197,924,281.4213198,Normal
330,Driver_330,25,Male,28,697,1493.571429,Normal
331,Driver_331,36,Male,127,128,60.47244094,Traffic Jam
332,Driver_332,46,Male,171,955,335.0877193,Traffic Jam
333,Driver_333,61,Male,83,288,208.1927711,Accident
334,Driver_334,37,Female,62,817,790.6451613,Breakdown
335,Driver_335,67,Female,74,127,102.972973,Normal
336,Driver_336,59,Female,137,388,169.9270073,Traffic Jam
337,Driver_337,47,Female,75,321,256.8,Normal
338,Driver_338,64,Female,96,550,343.75,Traffic Jam
339,Driver_339,39,Male,166,504,182.1686747,Breakdown
340,Driver_340,27,Female,31,680,1316.129032,Breakdown
341,Driver_341,43,Male,150,13,5.2,Traffic Jam
342,Driver_342,68,Male,126,853,406.1904762,Traffic Jam
343,Driver_343,50,Male,91,460,303.2967033,Traffic Jam
344,Driver_344,45,Female,57,333,350.5263158,Normal
345,Driver_345,27,Female,21,633,1808.571429,Breakdown
346,Driver_346,46,Male,61,371,364.9180328,Accident
347,Driver_347,61,Male,41,988,1445.853659,Traffic Jam
348,Driver_348,35,Male,115,944,492.5217391,Traffic Jam
349,Driver_349,59,Male,107,314,176.0747664,Accident
350,Driver_350,18,Male,99,150,90.90909091,Normal
351,Driver_351,40,Male,169,877,311.3609467,Traffic Jam
352,Driver_352,34,Female,151,525,208.6092715,Accident
353,Driver_353,60,Male,52,658,759.2307692,Normal
354,Driver_354,54,Male,23,424,1106.086957,Normal
355,Driver_355,48,Male,122,928,456.3934426,Breakdown
356,Driver_356,42,Male,72,624,520,Breakdown
357,Driver_357,21,Male,41,670,980.4878049,Normal
358,Driver_358,69,Female,60,440,440,Normal
359,Driver_359,26,Male,47,450,574.4680851,Normal
360,Driver_360,45,Female,143,294,123.3566434,Traffic Jam
361,Driver_361,47,Male,36,513,855,Traffic Jam
362,Driver_362,64,Male,193,792,246.2176166,Normal
363,Driver_363,41,Female,94,910,580.8510638,Accident
364,Driver_364,50,Male,42,137,195.7142857,Normal
365,Driver_365,37,Female,0,469,inf,Traffic Jam
366,Driver_366,26,Female,134,54,24.17910448,Accident
367,Driver_367,25,Female,67,211,188.9552239,Traffic Jam
368,Driver_368,41,Female,31,337,652.2580645,Traffic Jam
369,Driver_369,31,Female,29,782,1617.931034,Accident
370,Driver_370,35,Female,16,393,1473.75,Normal
371,Driver_371,18,Male,195,391,120.3076923,Normal
372,Driver_372,29,Female,26,412,950.7692308,Traffic Jam
373,Driver_373,46,Male,6,166,1660,Accident
374,Driver_374,54,Male,11,420,2290.909091,Accident
375,Driver_375,43,Female,81,553,409.6296296,Traffic Jam
376,Driver_376,50,Female,55,667,727.6363636,Accident
377,Driver_377,60,Female,125,351,168.48,Traffic Jam
378,Driver_378,32,Male,43,973,1357.674419,Accident
379,Driver_379,40,Female,67,442,395.8208955,Normal
380,Driver_380,46,Female,20,302,906,Traffic Jam
381,Driver_381,38,Male,119,849,428.0672269,Breakdown
382,Driver_382,36,Female,14,315,1350,Accident
383,Driver_383,22,Male,14,152,651.4285714,Accident
384,Driver_384,40,Female,80,767,575.25,Breakdown
385,Driver_385,53,Male,191,243,76.33507853,Accident
386,Driver_386,37,Female,117,747,383.0769231,Traffic Jam
387,Driver_387,25,Male,43,969,1352.093023,Accident
388,Driver_388,26,Female,155,465,180,Accident
389,Driver_389,31,Female,102,246,144.7058824,Accident
390,Driver_390,23,Male,148,894,362.4324324,Breakdown
391,Driver_391,18,Female,23,531,1385.217391,Traffic Jam
392,Driver_392,26,Female,34,971,1713.529412,Traffic Jam
393,Driver_393,33,Male,32,912,1710,Breakdown
394,Driver_394,33,Male,65,487,449.5384615,Breakdown
395,Driver_395,29,Female,22,894,2438.181818,Normal
396,Driver_396,22,Male,21,857,2448.571429,Traffic Jam
397,Driver_397,57,Female,185,997,323.3513514,Traffic Jam
398,Driver_398,46,Female,68,752,663.5294118,Traffic Jam
399,Driver_399,63,Male,45,833,1110.666667,Normal
400,Driver_400,44,Male,167,388,139.4011976,Normal
401,Driver_401,28,Female,24,987,2467.5,Accident
402,Driver_402,64,Male,86,917,639.7674419,Breakdown
403,Driver_403,67,Female,17,176,621.1764706,Breakdown
404,Driver_404,45,Male,180,447,149,Traffic Jam
405,Driver_405,69,Female,136,354,156.1764706,Accident
406,Driver_406,53,Female,5,25,300,Accident
407,Driver_407,59,Female,86,723,504.4186047,Accident
408,Driver_408,36,Female,82,809,591.9512195,Traffic Jam
409,Driver_409,52,Female,10,138,828,Traffic Jam
410,Driver_410,69,Female,62,329,318.3870968,Normal
411,Driver_411,48,Female,29,200,413.7931034,Breakdown
412,Driver_412,61,Male,139,477,205.8992806,Normal
413,Driver_413,36,Male,158,298,113.164557,Accident
414,Driver_414,63,Male,71,788,665.915493,Accident
415,Driver_415,41,Female,58,727,752.0689655,Breakdown
416,Driver_416,19,Male,42,324,462.8571429,Traffic Jam
417,Driver_417,24,Male,71,975,823.943662,Normal
418,Driver_418,60,Male,153,128,50.19607843,Breakdown
419,Driver_419,66,Male,54,632,702.2222222,Accident
420,Driver_420,48,Female,118,835,424.5762712,Accident
421,Driver_421,34,Female,83,728,526.2650602,Breakdown
422,Driver_422,44,Male,25,236,566.4,Normal
423,Driver_423,53,Female,173,25,8.670520231,Traffic Jam
424,Driver_424,67,Female,121,597,296.0330579,Accident
425,Driver_425,60,Female,131,676,309.6183206,Traffic Jam
426,Driver_426,27,Female,116,891,460.862069,Accident
427,Driver_427,62,Female,83,431,311.5662651,Traffic Jam
428,Driver_428,31,Male,37,545,883.7837838,Accident
429,Driver_429,24,Female,161,803,299.2546584,Accident
430,Driver_430,56,Male,188,555,177.1276596,Breakdown
431,Driver_431,57,Female,108,861,478.3333333,Accident
432,Driver_432,26,Male,7,38,325.7142857,Traffic Jam
433,Driver_433,31,Male,188,229,73.08510638,Normal
434,Driver_434,25,Female,165,851,309.4545455,Breakdown
435,Driver_435,34,Male,84,56,40,Traffic Jam
436,Driver_436,40,Female,98,875,535.7142857,Breakdown
437,Driver_437,33,Male,16,548,2055,Traffic Jam
438,Driver_438,43,Male,173,356,123.4682081,Breakdown
439,Driver_439,26,Female,167,66,23.71257485,Traffic Jam
440,Driver_440,53,Male,33,350,636.3636364,Accident
441,Driver_441,24,Female,97,661,408.8659794,Breakdown
442,Driver_442,35,Male,65,230,212.3076923,Accident
443,Driver_443,25,Female,87,356,245.5172414,Breakdown
444,Driver_444,38,Male,68,815,719.1176471,Breakdown
445,Driver_445,43,Male,24,355,887.5,Traffic Jam
446,Driver_446,20,Female,6,92,920,Traffic Jam
447,Driver_447,34,Female,97,63,38.96907216,Accident
448,Driver_448,68,Male,114,63,33.15789474,Breakdown
449,Driver_449,63,Female,60,498,498,Normal
450,Driver_450,41,Male,61,252,247.8688525,Accident
451,Driver_451,42,Male,187,591,189.6256684,Breakdown
452,Driver_452,22,Male,121,875,433.8842975,Breakdown
453,Driver_453,54,Female,29,159,328.9655172,Breakdown
454,Driver_454,62,Female,28,348,745.7142857,Accident
455,Driver_455,67,Female,152,52,20.52631579,Traffic Jam
456,Driver_456,41,Male,131,517,236.7938931,Breakdown
457,Driver_457,48,Male,149,709,285.5033557,Traffic Jam
458,Driver_458,43,Male,6,903,9030,Accident
459,Driver_459,38,Female,84,746,532.8571429,Traffic Jam
460,Driver_460,51,Male,21,810,2314.285714,Accident
461,Driver_461,55,Female,119,260,131.092437,Normal
462,Driver_462,41,Female,27,680,1511.111111,Traffic Jam
463,Driver_463,45,Female,154,493,192.0779221,Normal
464,Driver_464,47,Female,192,101,31.5625,Accident
465,Driver_465,51,Female,110,412,224.7272727,Normal
466,Driver_466,69,Male,131,654,299.5419847,Traffic Jam
467,Driver_467,69,Male,53,301,340.754717,Normal
468,Driver_468,40,Male,37,257,416.7567568,Traffic Jam
469,Driver_469,25,Male,7,843,7225.714286,Normal
470,Driver_470,59,Female,120,734,367,Traffic Jam
471,Driver_471,67,Female,80,847,635.25,Accident
472,Driver_472,27,Female,139,129,55.68345324,Normal
473,Driver_473,18,Male,130,257,118.6153846,Normal
474,Driver_474,37,Male,54,97,107.7777778,Breakdown
475,Driver_475,54,Female,5,885,10620,Normal
476,Driver_476,35,Male,17,780,2752.941176,Breakdown
477,Driver_477,38,Male,125,30,14.4,Traffic Jam
478,Driver_478,66,Male,78,390,300,Breakdown
479,Driver_479,21,Female,133,70,31.57894737,Normal
480,Driver_480,60,Male,78,698,536.9230769,Normal
481,Driver_481,19,Female,81,287,212.5925926,Breakdown
482,Driver_482,38,Male,110,787,429.2727273,Traffic Jam
483,Driver_483,54,Female,108,619,343.8888889,Traffic Jam
484,Driver_484,22,Male,30,17,34,Breakdown
485,Driver_485,34,Male,98,888,543.6734694,Normal
486,Driver_486,66,Female,3,338,6760,Normal
487,Driver_487,65,Female,128,204,95.625,Traffic Jam
488,Driver_488,28,Female,93,10,6.451612903,Normal
489,Driver_489,63,Male,44,906,1235.454545,Normal
490,Driver_490,58,Female,172,731,255,Breakdown
491,Driver_491,48,Male,127,77,36.37795276,Breakdown
492,Driver_492,45,Female,115,705,367.826087,Accident
493,Driver_493,61,Male,189,232,73.65079365,Breakdown
494,Driver_494,49,Male,0,925,inf,Accident
495,Driver_495,38,Male,17,759,2678.823529,Breakdown
496,Driver_496,24,Female,157,846,323.3121019,Breakdown
497,Driver_497,27,Male,91,856,564.3956044,Normal
498,Driver_498,45,Female,162,955,353.7037037,Accident
