SensorID,Timestamp,SensorType,Value,Location
181,2024-01-08 12:00:00,Temperature,42.98036466074804,Field1
182,2024-01-08 13:00:00,Temperature,60.02985697126284,Field2
183,2024-01-08 14:00:00,SoilPH,18.63165089491704,Field3
184,2024-01-08 15:00:00,SoilMoisture,74.05378473348863,Field1
185,2024-01-08 16:00:00,SoilPH,40.230361405566775,Field2
186,2024-01-08 17:00:00,SoilMoisture,39.04179879602325,Field2
187,2024-01-08 18:00:00,Light,63.14526598935603,Field3
188,2024-01-08 19:00:00,SoilPH,2.818157891510187,Field4
189,2024-01-08 20:00:00,SoilPH,25.58454104269636,Field1
190,2024-01-08 21:00:00,Temperature,88.85177150367048,Field2
191,2024-01-08 22:00:00,SoilPH,73.81021717084293,Field2
192,2024-01-08 23:00:00,Temperature,67.20040585305773,Field3
193,2024-01-09 00:00:00,Light,42.997610216923775,Field1
194,2024-01-09 01:00:00,SoilMoisture,28.312366153063106,Field2
195,2024-01-09 02:00:00,SoilPH,81.97358708014117,Field2
196,2024-01-09 03:00:00,Light,69.20954627605214,Field3
197,2024-01-09 04:00:00,Temperature,61.04368586880119,Field2
198,2024-01-09 05:00:00,SoilMoisture,0.9706864312651886,Field3
199,2024-01-09 06:00:00,SoilPH,20.602475429980196,Field1
200,2024-01-09 07:00:00,SoilPH,24.05124206374456,Field2
201,2024-01-09 08:00:00,Humidity,2.339885098732797,Field2
202,2024-01-09 09:00:00,SoilPH,39.42256443670067,Field1
203,2024-01-09 10:00:00,Light,77.00335385557383,Field4
204,2024-01-09 11:00:00,SoilPH,37.27478403154505,Field3
205,2024-01-09 12:00:00,SoilPH,51.03697959544588,Field3
206,2024-01-09 13:00:00,Humidity,40.85655280166524,Field2
207,2024-01-09 14:00:00,Humidity,19.185212709279988,Field1
208,2024-01-09 15:00:00,Humidity,85.19954746775919,Field2
209,2024-01-09 16:00:00,SoilPH,94.90896954687493,Field1
210,2024-01-09 17:00:00,SoilMoisture,79.06106743452507,Field2
211,2024-01-09 18:00:00,SoilMoisture,38.363156712488674,Field4
212,2024-01-09 19:00:00,Light,83.51965693391354,Field2
213,2024-01-09 20:00:00,SoilPH,85.23984289038829,Field3
214,2024-01-09 21:00:00,Humidity,21.516231715117907,Field1
215,2024-01-09 22:00:00,SoilMoisture,27.191144904291775,Field1
216,2024-01-09 23:00:00,SoilPH,33.46493230153944,Field1
217,2024-01-10 00:00:00,Humidity,72.43921204562446,Field3
218,2024-01-10 01:00:00,Light,25.013795916783977,Field2
219,2024-01-10 02:00:00,SoilMoisture,44.084363056235475,Field4
220,2024-01-10 03:00:00,SoilMoisture,3.0090936245900757,Field3
221,2024-01-10 04:00:00,Temperature,45.07305971346588,Field3
222,2024-01-10 05:00:00,Humidity,15.87785212362821,Field1
223,2024-01-10 06:00:00,Temperature,14.29302172140946,Field2
224,2024-01-10 07:00:00,Light,26.181596313458442,Field3
225,2024-01-10 08:00:00,Temperature,74.45372352697477,Field4
226,2024-01-10 09:00:00,SoilPH,42.86912962639081,Field2
227,2024-01-10 10:00:00,SoilMoisture,67.14486722615776,Field2
228,2024-01-10 11:00:00,Temperature,91.18767796934219,Field3
229,2024-01-10 12:00:00,Temperature,61.81587246787854,Field3
230,2024-01-10 13:00:00,Humidity,54.98016340797407,Field4
231,2024-01-10 14:00:00,Humidity,52.94950711655419,Field3
232,2024-01-10 15:00:00,Temperature,61.36670918690984,Field2
233,2024-01-10 16:00:00,SoilPH,89.17399568258205,Field2
234,2024-01-10 17:00:00,Temperature,75.95965267581126,Field2
235,2024-01-10 18:00:00,SoilPH,68.90873025853497,Field4
236,2024-01-10 19:00:00,Temperature,24.56731767761675,Field4
237,2024-01-10 20:00:00,Light,43.35365817138038,Field1
238,2024-01-10 21:00:00,Light,41.848829953365026,Field2
239,2024-01-10 22:00:00,Temperature,98.644976752261,Field1
240,2024-01-10 23:00:00,Humidity,1.1675742811445344,Field4
241,2024-01-11 00:00:00,SoilPH,81.61366404908962,Field3
242,2024-01-11 01:00:00,Light,53.96937623546554,Field3
243,2024-01-11 02:00:00,SoilPH,92.51266129494637,Field2
244,2024-01-11 03:00:00,SoilMoisture,64.13501220585759,Field4
245,2024-01-11 04:00:00,Humidity,27.116464424071786,Field4
246,2024-01-11 05:00:00,Humidity,9.160683553211758,Field3
247,2024-01-11 06:00:00,SoilMoisture,63.5389318936024,Field4
248,2024-01-11 07:00:00,Humidity,81.94396173601821,Field2
249,2024-01-11 08:00:00,Light,3.2140063579904843,Field2
250,2024-01-11 09:00:00,SoilMoisture,26.329968833244767,Field1
251,2024-01-11 10:00:00,Light,64.09855830985451,Field2
252,2024-01-11 11:00:00,Light,90.1570095469245,Field2
253,2024-01-11 12:00:00,SoilMoisture,40.329080003936056,Field1
254,2024-01-11 13:00:00,SoilPH,12.053878752614,Field2
255,2024-01-11 14:00:00,SoilPH,64.84670892188787,Field3
256,2024-01-11 15:00:00,Humidity,16.37260843885612,Field4
257,2024-01-11 16:00:00,SoilMoisture,90.16017552302861,Field1
258,2024-01-11 17:00:00,Light,88.32659988661575,Field4
259,2024-01-11 18:00:00,SoilPH,7.356106130132966,Field3
260,2024-01-11 19:00:00,SoilPH,75.3954473417427,Field1
261,2024-01-11 20:00:00,Humidity,33.902340171458114,Field2
262,2024-01-11 21:00:00,Humidity,0.2940582229990829,Field2
263,2024-01-11 22:00:00,Humidity,52.53917382243804,Field2
264,2024-01-11 23:00:00,Humidity,79.1939310269179,Field2
265,2024-01-12 00:00:00,SoilMoisture,22.7425780647176,Field3
266,2024-01-12 01:00:00,Temperature,51.63419744479172,Field3
267,2024-01-12 02:00:00,SoilPH,2.978363443536436,Field1
268,2024-01-12 03:00:00,Humidity,20.30942622327383,Field2
269,2024-01-12 04:00:00,Light,26.02012711078633,Field2
270,2024-01-12 05:00:00,SoilPH,10.555559747073296,Field2
271,2024-01-12 06:00:00,Humidity,84.33056686969078,Field4
272,2024-01-12 07:00:00,Humidity,57.225224646639525,Field1
273,2024-01-12 08:00:00,SoilMoisture,79.39442611134206,Field2
274,2024-01-12 09:00:00,Temperature,21.863449395386002,Field2
275,2024-01-12 10:00:00,Temperature,28.206753174092736,Field4
276,2024-01-12 11:00:00,SoilMoisture,71.69980250104429,Field2
277,2024-01-12 12:00:00,Light,26.343825409390764,Field4
278,2024-01-12 13:00:00,Temperature,71.39173016523935,Field4
279,2024-01-12 14:00:00,Light,73.67598728623969,Field4
280,2024-01-12 15:00:00,SoilPH,9.346508051638235,Field3
281,2024-01-12 16:00:00,SoilPH,74.16610968222129,Field2
282,2024-01-12 17:00:00,Temperature,2.9578903359591013,Field2
283,2024-01-12 18:00:00,Temperature,77.76688354256406,Field3
284,2024-01-12 19:00:00,SoilPH,8.993894088405563,Field1
285,2024-01-12 20:00:00,SoilPH,4.654760534307312,Field2
286,2024-01-12 21:00:00,Temperature,53.399265897555395,Field4
287,2024-01-12 22:00:00,SoilPH,48.05290335944936,Field3
288,2024-01-12 23:00:00,Temperature,76.80107233787781,Field3
289,2024-01-13 00:00:00,SoilMoisture,23.16941270468219,Field3
290,2024-01-13 01:00:00,Humidity,92.8873152107758,Field2
291,2024-01-13 02:00:00,Temperature,81.97163330263758,Field1
292,2024-01-13 03:00:00,Light,40.74671471964608,Field1
293,2024-01-13 04:00:00,Temperature,95.64116480615891,Field2
294,2024-01-13 05:00:00,SoilPH,26.477183924274783,Field3
295,2024-01-13 06:00:00,Light,25.15241156422302,Field3
296,2024-01-13 07:00:00,Light,28.974313986179233,Field1
297,2024-01-13 08:00:00,Humidity,61.988952383981434,Field1
298,2024-01-13 09:00:00,Temperature,19.49476607978561,Field1
299,2024-01-13 10:00:00,SoilMoisture,88.33490198491657,Field2
300,2024-01-13 11:00:00,Light,60.62899482259958,Field2
301,2024-01-13 12:00:00,Light,94.727216686386,Field4
302,2024-01-13 13:00:00,SoilMoisture,89.4454913956745,Field1
303,2024-01-13 14:00:00,Light,49.57746191050173,Field2
304,2024-01-13 15:00:00,SoilPH,31.783420040942246,Field2
305,2024-01-13 16:00:00,SoilMoisture,89.8499963611385,Field2
306,2024-01-13 17:00:00,SoilPH,96.41360353986906,Field4
307,2024-01-13 18:00:00,Temperature,86.49931786158717,Field2
308,2024-01-13 19:00:00,Temperature,73.34291808045728,Field4
309,2024-01-13 20:00:00,Temperature,38.746104400317904,Field4
310,2024-01-13 21:00:00,SoilPH,58.2952801016311,Field3
311,2024-01-13 22:00:00,Light,93.55402437584512,Field1
312,2024-01-13 23:00:00,Light,66.72386250013925,Field1
313,2024-01-14 00:00:00,SoilMoisture,29.590575896075034,Field3
314,2024-01-14 01:00:00,SoilMoisture,53.202168527454965,Field1
315,2024-01-14 02:00:00,Light,96.96011762280466,Field2
316,2024-01-14 03:00:00,Humidity,28.013225663696474,Field1
317,2024-01-14 04:00:00,SoilPH,76.70696962261083,Field4
318,2024-01-14 05:00:00,SoilPH,84.2229836295542,Field2
319,2024-01-14 06:00:00,SoilPH,52.93525555237134,Field1
320,2024-01-14 07:00:00,Humidity,2.1191013922185475,Field1
321,2024-01-14 08:00:00,SoilMoisture,94.80429542678563,Field2
322,2024-01-14 09:00:00,SoilMoisture,67.8448222998646,Field4
323,2024-01-14 10:00:00,SoilPH,79.65064551177994,Field3
324,2024-01-14 11:00:00,SoilMoisture,77.40790885445928,Field1
325,2024-01-14 12:00:00,SoilPH,70.57217021678406,Field2
326,2024-01-14 13:00:00,Light,50.47228441652424,Field4
327,2024-01-14 14:00:00,Light,5.4387656064001195,Field3
328,2024-01-14 15:00:00,SoilMoisture,97.6041547336054,Field2
329,2024-01-14 16:00:00,Humidity,62.857502267107115,Field4
330,2024-01-14 17:00:00,SoilMoisture,75.06151675255155,Field1
331,2024-01-14 18:00:00,Temperature,24.89035007451983,Field4
332,2024-01-14 19:00:00,SoilPH,6.622010617845286,Field1
333,2024-01-14 20:00:00,Temperature,17.92212339696526,Field2
334,2024-01-14 21:00:00,SoilMoisture,37.245679073156104,Field3
335,2024-01-14 22:00:00,Light,2.5685396450844222,Field3
336,2024-01-14 23:00:00,SoilPH,37.81123964588448,Field1
337,2024-01-15 00:00:00,SoilMoisture,7.2854273213404985,Field3
338,2024-01-15 01:00:00,Humidity,63.46330158674277,Field1
339,2024-01-15 02:00:00,SoilMoisture,31.305783541663246,Field4
340,2024-01-15 03:00:00,Humidity,67.92772045193838,Field1
341,2024-01-15 04:00:00,Light,59.34590236747589,Field3
342,2024-01-15 05:00:00,Humidity,26.672745051224712,Field4
343,2024-01-15 06:00:00,Temperature,39.44037658922576,Field2
344,2024-01-15 07:00:00,Temperature,70.54953625307742,Field3
345,2024-01-15 08:00:00,Temperature,60.467078122106464,Field3
346,2024-01-15 09:00:00,Temperature,18.529217222395623,Field2
347,2024-01-15 10:00:00,Temperature,59.747160645158296,Field2
348,2024-01-15 11:00:00,Humidity,44.04889670106456,Field1
349,2024-01-15 12:00:00,Temperature,87.04644050720094,Field4
350,2024-01-15 13:00:00,SoilPH,0.9183010148146598,Field1
351,2024-01-15 14:00:00,Humidity,87.5178149007563,Field4
352,2024-01-15 15:00:00,Light,70.37784143563044,Field4
353,2024-01-15 16:00:00,Humidity,44.68483816345971,Field4
354,2024-01-15 17:00:00,SoilMoisture,72.9741422981528,Field2
355,2024-01-15 18:00:00,Light,14.428787133457933,Field2
356,2024-01-15 19:00:00,Temperature,52.22456523358387,Field1
357,2024-01-15 20:00:00,Temperature,76.37695178541267,Field2
358,2024-01-15 21:00:00,SoilMoisture,91.2545334772883,Field1
359,2024-01-15 22:00:00,Temperature,71.47480410802748,Field4
360,2024-01-15 23:00:00,Light,30.597225602748978,Field4
361,2024-01-16 00:00:00,Light,71.89139581602427,Field3
362,2024-01-16 01:00:00,Light,77.57854908867048,Field2
363,2024-01-16 02:00:00,Humidity,43.00247562723294,Field3
364,2024-01-16 03:00:00,Humidity,59.35346168252246,Field3
365,2024-01-16 04:00:00,Light,0.6446044271861129,Field1
366,2024-01-16 05:00:00,Humidity,26.83530495214004,Field4
367,2024-01-16 06:00:00,Humidity,85.8090118691655,Field3
368,2024-01-16 07:00:00,SoilPH,71.64803359251431,Field1
369,2024-01-16 08:00:00,Humidity,85.46404586811818,Field4
370,2024-01-16 09:00:00,SoilPH,89.82667204168902,Field4
371,2024-01-16 10:00:00,SoilPH,53.39925650975786,Field4
372,2024-01-16 11:00:00,Humidity,83.5994800259385,Field1
373,2024-01-16 12:00:00,Humidity,9.272101088074614,Field3
374,2024-01-16 13:00:00,Humidity,37.736925008238465,Field2
375,2024-01-16 14:00:00,Temperature,75.96982359999055,Field1
376,2024-01-16 15:00:00,SoilPH,7.3149496129071405,Field4
377,2024-01-16 16:00:00,Temperature,76.38921100756829,Field1
378,2024-01-16 17:00:00,Light,96.2014104202209,Field2
379,2024-01-16 18:00:00,Humidity,35.187287674388216,Field3
380,2024-01-16 19:00:00,Light,87.13274397712128,Field4
381,2024-01-16 20:00:00,Temperature,48.344769428476255,Field4
382,2024-01-16 21:00:00,SoilPH,12.247457207802148,Field4
383,2024-01-16 22:00:00,SoilMoisture,8.699302731615399,Field1
384,2024-01-16 23:00:00,Humidity,39.929741758219464,Field2
385,2024-01-17 00:00:00,Light,62.267628432386715,Field3
386,2024-01-17 01:00:00,Light,86.17800162630719,Field2
387,2024-01-17 02:00:00,Light,45.130446968070224,Field4
388,2024-01-17 03:00:00,Temperature,47.48143442192426,Field2
389,2024-01-17 04:00:00,Temperature,89.67147353887485,Field2
390,2024-01-17 05:00:00,SoilMoisture,11.967307138817219,Field2
391,2024-01-17 06:00:00,Temperature,96.33201252692791,Field4
392,2024-01-17 07:00:00,SoilPH,77.88652935573916,Field4
393,2024-01-17 08:00:00,SoilPH,25.536959670079884,Field3
394,2024-01-17 09:00:00,Light,54.95813583424191,Field3
395,2024-01-17 10:00:00,Humidity,11.421202103245243,Field1
396,2024-01-17 11:00:00,Light,88.90395617609694,Field4
397,2024-01-17 12:00:00,SoilPH,95.40078680067536,Field2
398,2024-01-17 13:00:00,SoilPH,45.094931811734426,Field4
399,2024-01-17 14:00:00,SoilPH,66.24815097217,Field2
400,2024-01-17 15:00:00,Light,1.4763460980791066,Field1
401,2024-01-17 16:00:00,SoilMoisture,64.66925041451172,Field2
402,2024-01-17 17:00:00,Humidity,53.19332034426284,Field3
403,2024-01-17 18:00:00,SoilMoisture,38.69285801518841,Field4
404,2024-01-17 19:00:00,SoilMoisture,67.19451405656407,Field3
405,2024-01-17 20:00:00,Humidity,41.65684659810833,Field4
406,2024-01-17 21:00:00,SoilPH,38.39690625088643,Field1
407,2024-01-17 22:00:00,SoilPH,58.401953883726044,Field4
408,2024-01-17 23:00:00,Light,88.07793404241185,Field3
409,2024-01-18 00:00:00,Light,10.47284117272117,Field3
410,2024-01-18 01:00:00,SoilMoisture,73.95228634422266,Field4
411,2024-01-18 02:00:00,Humidity,12.214012029081822,Field1
412,2024-01-18 03:00:00,Humidity,35.24467985059866,Field1
413,2024-01-18 04:00:00,Temperature,83.31043516796286,Field3
414,2024-01-18 05:00:00,Temperature,67.37088463822515,Field4
415,2024-01-18 06:00:00,SoilMoisture,33.261514984018035,Field1
416,2024-01-18 07:00:00,Light,76.97195002499299,Field1
417,2024-01-18 08:00:00,SoilPH,0.5062005367192479,Field3
418,2024-01-18 09:00:00,SoilPH,88.33098907828091,Field3
419,2024-01-18 10:00:00,SoilMoisture,44.30194608382545,Field4
420,2024-01-18 11:00:00,Humidity,98.84321528830623,Field1
421,2024-01-18 12:00:00,Temperature,60.826828021049906,Field4
422,2024-01-18 13:00:00,Light,22.21869533956231,Field1
423,2024-01-18 14:00:00,Humidity,89.41331938103446,Field4
424,2024-01-18 15:00:00,Light,56.4310042899775,Field1
425,2024-01-18 16:00:00,Light,9.491860902366112,Field1
426,2024-01-18 17:00:00,SoilMoisture,39.695545859944716,Field4
427,2024-01-18 18:00:00,Temperature,94.79402451281165,Field4
428,2024-01-18 19:00:00,Temperature,16.577742092857584,Field3
429,2024-01-18 20:00:00,SoilPH,17.295379488080332,Field4
430,2024-01-18 21:00:00,Humidity,63.70897346565825,Field2
